id,steamID,name,price,short_descritiption,genres[],publishers[],release_date
104,38210,Roogoo,0.59,"Roogoo is an innovative and unusual 3D puzzle game that has players guide and stack different shaped blocks through various platforms to not only save planet Roo, but the entire Roogoo race. Roogoo tasks players with guiding meteors in the form of shaped blocks through a series of rotating disks as a means of saving planet Roo and the...",[SouthPeak Games],[Casual],17/12/2009
105,39360,Freeze Tag Fun Pack #1,19.99,"img.border { border: 0px solid #333333 ; padding: 7px 15px 7px 7px ; } Traverse a map of an ancient land and solve plenty of puzzles on the way. Control the chameleon idol and, using its magic power, blast gems before they reach the hole.",[Freeze Tag Inc.],[Casual],23/9/2009
106,39510,Gothic II: Gold Edition,9.99,"Gothic II: Gold Edition brings together the excitement of Gothic II and the add-on Night of the Raven to your fingertips!",[THQ Nordic],[Action/RPG],29/11/2005
107,39530,Painkiller: Black Edition,9.99,"Painkiller Black Edition includes the expansion pack Battle Out of Hell, featuring 10 additional single-player levels and many new villains.",[Prime Matter],[Action],24/1/2007
108,39670,Chaser,4.99,"Mars, 2044. The UN establishes MARSCORP (Martian Security and Economics Committee) under the leadership of Samuel Longwood. In the years that follow, the UN gradually loses control of MARSCORP, mainly due to the non-transparent licence policy of its director.",[THQ Nordic],[Action],16/7/2010
109,40420,Tidalis,4.99,"Tidalis is a block-based puzzle game with casual appeal, hardcore depth, and an addictive new 'streams' mechanic. The game is brimming over with riffs and variants on that core mechanic with 20 game modes, dozens of special blocks and items, and 115 levels in the adventure mode alone.",[Arcen Games, LLC],[Casual/Indie],16/7/2010
110,40800,Super Meat Boy,14.99,"The infamous, tough-as-nails platformer comes to Steam with a playable Head Crab character (Steam-exclusive)!",[],[Indie],30/11/2010
111,41400,Doom Rails,2.99,"Doom Rails is a new casual-style 3D multiplayer cart battle game where you select one of nine characters, and zip around hazardous roller coaster tracks. Blast opponent’s carts to bits using rockets, force fields, pulse waves, and mines. While battling others avoid spiked pendulums, metal fists, and exploding debris.",[Dream Forge Entertainment, LLC],[Action/Indie],4/11/2009
112,41500,Torchlight,14.99,"Adventure awaits in the award-winning Action RPG debut from Runic Games! Explore the randomized depths of this boom town, collect loot, and level up to save Torchlight - and possibly the world.",[Runic Games],[RPG],27/10/2009
113,41600,Earthworm Jim 3D,19.99,"Earthworm Jim, spineless superhero, wriggles back into action as the Groovy Guardian of Goodness in an incredible journey of cheese-curdling proportions. Left unconscious by a massive cow-induced blow to the head and clad in his indestructible, high-tech super suit, Earthworm Jim continues the battle for truth, justice and well aerated...",[Interplay Inc.],[Action/Adventure],4/11/2009
114,42500,DogFighter,0.99,"Take to the skies in this fast paced, arcade aerial combat game featuring arena style gameplay. Fly solo in single player or compete against other players in online multiplayer modes.",[Instinct Software Ltd.],[Action/Indie],14/6/2010
115,42710,Call of Duty®: Black Ops,19.99,"The biggest first-person action series of all time and the follow-up to critically acclaimed Call of Duty®: Modern Warfare 2 returns with Call of Duty®: Black Ops.",[Activision],[Action],9/11/2010
116,42810,For The Glory: A Europa Universalis Game,9.99,"Take up the reigns of your country, guide domestic and foreign policy, navigate thousands of historical events, engage in various struggles and lead your country to prosperity – all in the name of glory!",[Paradox Interactive],[Strategy],11/11/2009
117,42920,The Kings' Crusade,9.99,"The crowned heads of Europe launch a military campaign to conquer the Holy Land. The time has come to assemble your armies and take back the land!",[Paradox Interactive],[Strategy],8/10/2010
118,45750,Lost Planet® 2,0,"Lost Planet 2, the sequel to Lost Planet™: Extreme Condition, the landmark third-person shooter that sold over 2.3 million units worldwide, is now available on Steam!",[Capcom],[Action/Adventure],15/10/2010
119,45760,Ultra Street Fighter® IV,29.99,"The world’s greatest fighting game evolves to a whole new level with Ultra Street Fighter IV.",[Capcom],[Action],7/8/2014
120,46000,Bob Came in Pieces,4.99,"Bob has crashed on a strange planet, lost a bunch of parts for his ship and above all, is late for work! Find the lost parts and rebuild your ship along the way to solve challenging, physics-based puzzles. You can build your ship any way you like in the ship builder – try to find the coolest ship-design for the puzzle at hand!",[Ludosity],[Adventure/Indie],22/1/2010
121,46290,Theatre of War,3.99,"Command a special task force composed of different kinds of units, including tanks, APCs, field guns, mortars, various infantry regiments and will also have an opportunity to call for artillery and air support.",[Fulqrum Publishing],[Strategy],9/7/2010
122,46350,Real Warfare 1242,3.99,"Real Warfare: 1242, is a realistic real-time strategy game based on authentic historic events.",[Fulqrum Publishing],[Strategy],30/11/2011
123,46400,Greed: Black Border,4.99,"Hack ‘n slash your way through this science-fiction-themed action/RPG. In the futuristic universe of GREED, the discovery of new interstellar travel possibilities has led to a new age of colonialization. The five largest colonial powers are entangled in a full-scale war over a new element called Ikarium, the recently discovered rare...",[Headup Games],[Action/RPG],13/1/2010
124,46490,Still Life 2,7.99,"Who is hiding behind Mr. X? Still Life 2 reveals the long-awaited ending of Still Life and spells a new investigation for Agent Victoria McPherson. In Fall 2008, Victoria is sent to Maine where Ellen Dunnigan's body has just been found.",[Microids],[Adventure],1/6/2011
125,46560,Robin Hood: The Legend of Sherwood,7.99,"Roam the dense foliage of Sherwood, come face to face with royal trouble and battle against Prince John’s forces as you take on the role of legendary nobleman, Robin Hood.",[Microids],[Strategy],26/8/2011
126,46710,Ironclads: High Seas,9.99,"For over a year the forces of the United States of America (Northern States) and the Confederates States of America (Southern States) have fought a bitter war. In 1862 the governments of Great Britain, France and Spain recognize the Southern States to secure raw materials. The Souths economy becomes dependent on trade with Europe.",[Strategy First],[Strategy],28/4/2010
127,48173,Assassin's Creed 2,19.99,"An epic story of family, vengeance and conspiracy set in the pristine, yet brutal, backdrop of a Renaissance Italy. New low price!",[Ubisoft],[Action/Adventure],9/3/2010
128,48190,Assassin’s Creed® Brotherhood,19.99,"Now Available on Mac! It’s time to join the Brotherhood.",[Ubisoft],[Action/Adventure],22/3/2011
129,48800,Ship Simulator Extremes,4.99,"VSTEP and Paradox are proud to announce the next installment of the acclaimed Ship Simulator series. With over 550K copies sold, the series returns to take you into the most extreme conditions on earth… Ever wonder how it feels to sail a half-million-ton supertanker through the perfect storm?",[Paradox Interactive],[Simulation],27/8/2010
130,50820,Max and the Magic Marker,0,"Something incredible is happening in this unique adventure! Max just drew a terrifying monster with his new marker and now it's alive and wreaking havoc in his drawings! He doesn't have any choice but to stop the monster if he wants to save his pictures.",[The Games Company],[Indie],12/5/2010
131,50910,Professor Fizzwizzle and the Molten Mystery,6.99,"While on a well deserved vacation, Professor Fizzwizzle's investigation of a strange volcano has landed him in a Molten Mystery! Now it's up to you to master exciting new gadgets, outwit the Bat-Bots, and vanquish a truly cunning villain! Can the professor count on you to help?",[Big Fish Games],[Casual],21/4/2010
132,50940,Hidden Expedition: Titanic,9.99,"On April 14, 1912, the great steamship RMS Titanic struck an iceberg and within hours it sank to the bottom of the Atlantic Ocean. As part of the Hidden Expedition Adventure League, it`s your job to explore the wreckage of this once-majestic ship and collect antique artifacts for the Titanic Museum.",[Big Fish Games],[Casual],21/4/2010
133,50990,Mystery Case Files: Ravenhearst®,9.99,"Rumors surrounding the history of stately Ravenhearst Manor have circulated for decades. The recently acquired diary of Emma Ravenhearst may hold the key to unraveling the tale behind this unsettling place, yet the pages are missing.",[Big Fish Games],[Adventure/Casual],21/4/2010
134,56437,Warhammer 40,000: Dawn of War II: Retribution,29.99,"Command any of the six unique factions in the next standalone expansion of the critically acclaimed Dawn of War real-time strategy franchise. Choose to build a massive army or lead a small squad of elite heroes into battle and experience a single player campaign customized to your favorite race.",[SEGA/Feral Interactive (Mac/Linux)],[Strategy],28/2/2011
135,58230,MacGuffin's Curse,9.99,"Sneak and smash your way through this fiendishly addictive comedy-puzzle-adventure",[Brawsome],[Adventure/Casual/Indie],19/4/2012
136,61100,Lucid,4.99,"Discover a new way to match blocks in this otherworldly, Zen-like, relaxing puzzle experience. Lucid is the world's first Match-All puzzle game, in which you clear areas by combining all the blocks of an area. Enjoy the stunning visuals and relaxing sound effects as you make combos and hunt for the next perfect area to clear.",[YeaBoing],[Indie/Casual],19/7/2011
137,61730,Critter Crunch,6.99,"Using Critter Crunch's 'Food Chain' mechanic, players will eat their way through a smorgasbord of levels and gorge on a feast of modes, including Co-op and Versus multiplayer.",[Capybara Games],[Action/Casual/Indie],11/9/2012
138,62000,Flight Control HD,4.99,"Control a never-ending stream of aircraft in this insanely addictive worldwide hit from Firemint! You’re an air traffic controller at an increasingly busy airport; just point and drag aircraft to their landing zones with your mouse or trackpad. Sounds easy? It isn’t!",[Firemint],[Action/Casual],18/11/2010
139,63000,HOARD,4.99,"YOU ARE THE DRAGON in this award-winning arcade strategy game. Burn villages, collect gold, and level up your dragon while playing 10 minute matches in single player or up to 4 player co-op and competitive modes. Over 30 levels and multiple game modes ensure you'll be burning for a long time!",[Stratecade LLC],[Action/Casual/Indie/Strategy],4/4/2011
